canonical_name,n_users,sample_desc,avg_conf,polarity_neg,polarity_pos,max_sim_to_predef,best_predef_match,category
fondness_for_veteran_actors,1,"The user appreciates performances by veteran actors, often noting their ability to bring depth and authenticity to their roles.",0.8,0,1,0.39477798,brand_loyalty,medium_specific
food_integration,1,"The user enjoys movies that incorporate food themes, suggesting a preference for films that evoke sensory experiences.",0.6,0,1,0.5369586,sensory_preference,medium_specific
franchise_loyalty,2,"The user shows loyalty to certain franchises, often comparing new entries to previous ones and expressing preferences.",0.8500000000000001,0,2,0.69576246,brand_loyalty,medium_specific
frequent_use_of_simple_language,1,"The user tends to use straightforward language in their reviews, often opting for simple descriptors.",0.75,0,0,0.2981605,narrative_complexity,surface
frustration_with_cast_changes,1,"The user expresses dissatisfaction with changes in the cast of reality shows, particularly when they feel the new cast lacks authenticity or entertainment value.",0.85,1,0,0.36355868,quality_sensitivity,medium_specific
frustration_with_inaccurate_advertising,1,"The user frequently expresses frustration over products that do not meet advertised specifications, particularly regarding audio quality.",0.8,1,0,0.4290917,quality_sensitivity,medium_specific
frustration_with_inconsistencies,1,"The user is frustrated by plot inconsistencies and logical gaps, which detract from their viewing experience.",0.9,1,0,0.5008593,narrative_complexity,cdr_relevant
frustration_with_recommendation_algorithm,1,The user frequently criticizes the recommendation system for suggesting irrelevant content that does not align with their interests.,1.0,1,0,0.36943576,genre_preference,meta
general_movie_enjoyment,1,"The user enjoys a wide range of movies, often stating simple affirmations of liking or loving them.",0.9,0,1,0.50897676,sensory_preference,medium_specific
general_positive_sentiment,2,"The user frequently expresses a general positive sentiment towards the products they review, often using the word 'good'.",0.925,0,2,0.457993,brand_loyalty,surface
genre_diversity,5,"The user shows a preference for content that blends different genres, such as action with humor or drama with family themes.",0.78,0,5,0.69858956,genre_preference,cdr_relevant
gift_for_mom,3,"The user frequently purchases movies as gifts for their mother, indicating a strong preference for family-oriented viewing experiences.",0.9333333333333332,0,3,0.33186728,sensory_preference,medium_specific
government_critique,1,The user shows a tendency to appreciate films and documentaries that critique government actions and misconduct.,0.85,0,1,0.2927239,genre_preference,medium_specific
hallmark_channel_fan,1,"The user enjoys movies from the Hallmark channel, particularly appreciating the acting and emotional storytelling.",0.85,0,1,0.37419176,brand_loyalty,medium_specific
high_appreciation_for_excellence,1,"The user shows a strong preference for content they perceive as excellent, frequently giving top ratings.",0.9,0,1,0.4437173,quality_sensitivity,meta
high_cast_quality,3,"The user places a strong emphasis on the quality of the cast in their reviews, often highlighting it as a key factor in their enjoyment of shows and movies.",0.8666666666666667,0,3,0.46808898,quality_sensitivity,medium_specific
high_excitement_for_movies,1,"The user expresses high enthusiasm and excitement for movies, often using exclamation marks and superlatives.",0.8,0,1,0.38762796,sensory_preference,medium_specific
high_expectations_for_horror,2,"The user has high expectations for horror films, often expressing disappointment when they do not meet genre standards.",0.825,2,0,0.47294125,genre_preference,medium_specific
high_expectations_for_quality,4,"The user has high expectations for film quality, often expressing disappointment with movies that do not meet their standards for storytelling and production.",0.8625,4,0,0.5259537,quality_sensitivity,medium_specific
high_expectations_for_reboots,1,"The user has high expectations for reboots and sequels, often comparing them unfavorably to original works.",0.8,0,0,0.35506272,narrative_complexity,medium_specific
high_picture_sound_quality,1,"The user values high picture and sound quality in their viewing experience, often highlighting it in their reviews.",0.85,0,1,0.515878,sensory_preference,cdr_relevant
high_quality_production,8,"The user values high-quality sound in films, particularly in home theater settings, and often comments on audio quality.",0.825,0,7,0.45291054,sensory_preference,medium_specific
high_quality_spy_content,1,"The user has a strong preference for high-quality spy movies and shows, appreciating their complexity and production value.",0.9,0,1,0.3912936,sensory_preference,medium_specific
high_quality_writing,1,The user appreciates well-written narratives with strong character development.,0.9,0,1,0.5808532,narrative_complexity,cdr_relevant
high_rating_consistency,6,"The user consistently rates movies highly, indicating a preference for quality content.",0.9249999999999999,0,6,0.4717766,quality_sensitivity,medium_specific
high_rating_for_alien_movies,1,"The user consistently rates alien-themed movies highly, suggesting a strong preference for this sub-genre.",0.9,0,1,0.5479167,genre_preference,medium_specific
high_rating_for_cuteness,1,"The user tends to rate shows and movies highly when they feature cute or heartwarming elements, indicating a preference for lighthearted content.",0.9,0,1,0.3640554,sensory_preference,medium_specific
high_rating_for_inspiring_stories,1,The user shows a strong preference for movies that are described as inspiring or uplifting.,0.8,0,1,0.39666188,genre_preference,medium_specific
high_recommendation,12,"The user frequently recommends the films and series they enjoy, indicating a strong enthusiasm for sharing their favorites.",0.8730769230769231,0,13,0.4722659,genre_preference,medium_specific
high_rewatch_value,11,The user enjoys films and shows that are engaging enough to warrant multiple viewings.,0.8409090909090909,1,10,0.46836632,sensory_preference,medium_specific
high_standards_for_production_quality,1,The user values high production quality and well-executed scripts in their viewing experiences.,0.85,0,1,0.5402795,quality_sensitivity,cdr_relevant
high_value_on_writing_and_direction,1,"The user values well-written and directed content, indicating a preference for quality storytelling.",0.75,0,1,0.54542375,pacing_preference,cdr_relevant
historical_accuracy_in_westerns,3,"The user values historical accuracy in western films, often critiquing those that misrepresent events or characters from the American frontier.",0.85,1,1,0.34588066,quality_sensitivity,medium_specific
historical_context_appreciation,10,The user shows a keen interest in films that provide historical context or depict specific eras authentically.,0.785,0,10,0.37230352,emotional_resonance,medium_specific
historical_engagement,1,"The user enjoys series that provide a deep dive into historical settings and characters, often feeling immersed in the time period.",0.9,0,1,0.34926173,narrative_complexity,surface
holiday_movie_appreciation,1,"The user enjoys movies that are themed around holidays, particularly Thanksgiving and Christmas.",0.7,0,1,0.31362563,genre_preference,medium_specific
horror_enthusiast,1,"The user has a strong preference for horror films, often praising them as some of the best in the genre.",0.9,0,1,0.5619197,genre_preference,medium_specific
humor_appreciation,17,"The user appreciates humor in films, particularly when it is woven into the narrative and character interactions.",0.7941176470588235,0,16,0.42292935,sensory_preference,medium_specific
humor_value,1,"The user enjoys series that incorporate humor, often looking for shows that provide laughs.",0.8,0,1,0.34237146,emotional_resonance,surface
informative_content_preference,1,"The user appreciates content that is informative and educational, suggesting a preference for learning through media.",0.8,0,1,0.5363564,sensory_preference,cdr_relevant
inspirational_content,1,The user values films that provide inspiration and convey uplifting messages.,0.85,0,1,0.5322107,emotional_resonance,medium_specific
inspirational_pet_stories,1,The user is drawn to heartwarming narratives that showcase the bond between pets and their owners overcoming challenges.,0.8,0,1,0.32895312,emotional_resonance,surface
intelligent_analysis_preference,1,"The user appreciates films that offer intelligent and thoughtful analysis of political or social issues, particularly from a conservative perspective.",0.75,0,1,0.4417258,genre_preference,medium_specific
interest_in_based_on_true_story,1,"The user enjoys films that are based on true stories, especially those that highlight historical events or figures.",0.85,0,1,0.44565177,narrative_complexity,medium_specific
interest_in_character_development,4,"The user appreciates well-developed characters and strong performances, often highlighting acting quality in their reviews.",0.8125,0,4,0.4354256,narrative_complexity,medium_specific
interest_in_christian_themes,3,The user shows a preference for films that incorporate Christian themes and messages.,0.7833333333333333,0,3,0.43781638,genre_preference,medium_specific
interest_in_creative_process,1,The user shows a preference for stories that delve into the creative process and personal struggles of artists.,0.75,0,1,0.47070694,pacing_preference,surface
interest_in_educational_content,1,The user enjoys movies that provide educational value or insight into specific subjects.,0.8,0,1,0.42759502,genre_preference,medium_specific
interest_in_psychological_themes,1,"The user is drawn to films that explore psychological themes, often using them in educational contexts.",0.85,0,1,0.44103062,emotional_resonance,medium_specific
interest_in_real_life_stories,1,"The user shows a preference for films based on true events or that reflect real-life situations, finding them more impactful.",0.75,0,1,0.45990023,narrative_complexity,medium_specific
interest_in_social_issues,1,"The user is drawn to films that explore social issues, particularly those related to women's experiences.",0.8,0,1,0.3971387,genre_preference,medium_specific
interest_in_space_movies,1,"The user shows a consistent interest in vintage space-themed movies, often finding them enjoyable regardless of their quality.",0.75,0,1,0.40982825,genre_preference,medium_specific
interest_in_suspense_and_intrigue,10,"The user enjoys films that incorporate suspense and intrigue, appreciating twists and engaging narratives.",0.8400000000000001,0,10,0.45477098,sensory_preference,medium_specific
interest_in_voice_over_commentaries,1,The user appreciates additional content such as voice-over commentaries that enhance the viewing experience.,0.7,0,1,0.3820683,emotional_resonance,surface
interest_in_youth_culture,1,"The user is engaged with content that resonates with younger audiences, often watching alongside their children.",0.75,0,0,0.41683936,emotional_resonance,surface
kevin_costner_appreciation,1,"The user has a strong preference for movies featuring Kevin Costner, often highlighting his performances positively.",0.9,0,1,0.40259755,sensory_preference,medium_specific
law_and_order_affinity,1,"The user has a strong preference for the 'Law & Order' franchise, indicating a commitment to collecting all related DVDs.",0.9,0,1,0.26875526,genre_preference,medium_specific
lighthearted_comedy_preference,1,"The user enjoys lighthearted and humorous content, particularly in animated series.",0.85,0,1,0.4255386,pacing_preference,surface
lighthearted_entertainment,3,"The user enjoys lighthearted and fun films, suggesting a preference for content that is entertaining without being overly serious.",0.8166666666666668,0,3,0.49322033,sensory_preference,medium_specific
liking_for_comedic_elements,1,"The user enjoys shows that incorporate humor, often highlighting their comedic aspects.",0.9,0,1,0.35278413,sensory_preference,surface
loyalty_to_favorite_actors,1,"The user demonstrates a strong loyalty to specific actors, often choosing to watch their films regardless of other factors.",0.9,0,1,0.66980267,brand_loyalty,medium_specific
mixed_expectations,2,"The user occasionally has mixed feelings about certain films, indicating that not all movies meet their expectations.",0.6,0,0,0.4040372,genre_preference,medium_specific
mixed_experience,1,"The user has mixed feelings about certain series, indicating that not all shows meet their expectations.",0.7,0,0,0.39103845,emotional_resonance,surface
mixed_experience_with_3d,1,"The user has a nuanced view of 3D movies, appreciating them but noting that some do not meet expectations.",0.7,0,0,0.45345315,sensory_preference,medium_specific
mixed_experience_with_dvds,1,"The user has had a mixed experience with DVDs, expressing frustration with some that were unplayable while also enjoying others.",0.8,1,0,0.41986325,sensory_preference,medium_specific
mixed_feelings_about_musicals,1,"The user has a nuanced view of musicals, appreciating the talent but feeling that they can sometimes overdo certain elements like singing.",0.7,0,0,0.36457083,genre_preference,medium_specific
mixed_feelings_about_reality_tv,1,"The user has a complex relationship with reality TV, enjoying some aspects while being critical of others, particularly regarding authenticity and entertainment value.",0.75,0,0,0.4219949,emotional_resonance,surface
mixed_feelings_on_animation_styles,1,"The user has mixed feelings about animation styles, appreciating creativity but critiquing execution.",0.75,0,0,0.44451278,pacing_preference,surface
mixed_feelings_on_auteur_films,3,"The user expresses a preference for films by specific directors known for their unique styles, such as David Lynch.",0.75,0,2,0.44017506,sensory_preference,medium_specific
mixed_feelings_on_auteur_styles,1,"The user has mixed feelings about auteur styles, appreciating the uniqueness but sometimes finding them lacking in coherence.",0.7,0,0,0.34613883,emotional_resonance,surface
mixed_feelings_on_b_movies,1,"The user has a complex relationship with B movies, sometimes enjoying them but often expressing disappointment.",0.7,0,0,0.39298856,genre_preference,medium_specific
mixed_feelings_on_dc_movies,1,"The user has a complex relationship with DC animated movies, often expressing both love and disappointment.",0.8,0,0,0.37442505,emotional_resonance,medium_specific
mixed_feelings_on_documentaries,4,"The user has a nuanced view on documentaries, appreciating the information but desiring more engaging elements.",0.775,0,1,0.46235806,sensory_preference,medium_specific
mixed_feelings_on_ending,1,"The user often has mixed feelings about movie endings, sometimes finding them unsatisfactory or not what they hoped for.",0.7,0,0,0.34122777,emotional_resonance,medium_specific
mixed_feelings_on_execution,1,"The user expresses mixed feelings about the execution of certain films, indicating that while the premise may be strong, the delivery can fall short.",0.7,0,0,0.37167007,emotional_resonance,medium_specific
mixed_feelings_on_final_seasons,1,"The user expresses mixed feelings about the final seasons of long-running shows, acknowledging both flaws and redeeming qualities.",0.75,0,0,0.34479612,emotional_resonance,medium_specific
mixed_feelings_on_franchises,1,"The user has mixed feelings about film franchises, expressing disappointment when they feel a series has overstayed its welcome.",0.75,0,0,0.42258775,brand_loyalty,medium_specific
mixed_feelings_on_long_series,1,"The user has mixed feelings about long-running series, often feeling that they lose quality over time.",0.7,0,0,0.3775829,pacing_preference,surface
mixed_feelings_on_music,1,"The user expresses a dislike for over-hyped music in shows, indicating a preference for more subtle soundtracks.",0.8,1,0,0.52505696,genre_preference,medium_specific
mixed_feelings_on_plot_development,1,"The user expresses mixed feelings about plot development, sometimes finding it compelling yet lacking depth.",0.75,0,0,0.5631918,narrative_complexity,cdr_relevant
mixed_feelings_on_predictability,2,"The user has mixed feelings about predictability in films, sometimes enjoying them despite their predictable nature.",0.7,0,0,0.4111128,genre_preference,medium_specific
mixed_feelings_on_reboots,1,"The user has mixed feelings about reboots, often recognizing potential but also expressing disappointment in execution.",0.75,0,0,0.31848675,emotional_resonance,surface
mixed_feelings_on_remakes,9,"The user expresses ambivalence towards modern adaptations or versions of classic stories, often preferring the originals.",0.7333333333333333,2,0,0.37188822,narrative_complexity,medium_specific
mixed_feelings_on_romantic_narratives,1,"The user has mixed feelings about romantic stories, sometimes finding them cliche or lacking depth.",0.7,0,0,0.49375302,narrative_complexity,surface
mixed_feelings_on_scripted_content,1,"The user has mixed feelings about shows that feel overly scripted, indicating a preference for more natural and entertaining content.",0.7,0,0,0.424464,pacing_preference,surface
mixed_feelings_on_sequels,8,"The user shows skepticism towards sequels, often feeling they do not live up to the originals.",0.7374999999999999,3,0,0.34641293,narrative_complexity,medium_specific
mixed_feelings_on_series_continuations,1,"The user has mixed feelings about series that continue established franchises, often feeling disappointed if they do not meet expectations.",0.7,0,0,0.34779227,narrative_complexity,medium_specific
mixed_feelings_on_story_quality,1,"The user expresses a mix of appreciation and disappointment regarding the quality of stories, often finding them forgettable or lacking depth.",0.8,0,0,0.5522858,narrative_complexity,cdr_relevant
mixed_feelings_on_violence,1,"The user enjoys engaging stories but has mixed feelings about violence, often noting it as excessive.",0.8,0,0,0.42602772,pacing_preference,surface
mixed_rating_tolerance,2,"The user is willing to give a mixed rating (3.0) while still acknowledging the movie as 'great', indicating a nuanced view.",0.675,0,0,0.472112,quality_sensitivity,medium_specific
mixed_reaction_to_average_content,5,"The user often expresses a neutral or mixed opinion towards average-rated content, indicating a lack of strong feelings.",0.7083333333333334,2,0,0.44880313,emotional_resonance,surface
mixed_reaction_to_cinematography,1,"The user has mixed feelings about cinematography, sometimes appreciating it while at other times feeling it falls short of expectations.",0.75,0,0,0.50053775,sensory_preference,medium_specific
mixed_reaction_to_comedy,1,"The user has a mixed reaction to comedic films, enjoying some while being critical of others.",0.75,0,0,0.3797313,sensory_preference,medium_specific
mixed_reaction_to_complex_narratives,1,"The user has a neutral to positive reaction towards movies with complex or artistic narratives, though they may not always find them engaging.",0.7,0,0,0.57208526,narrative_complexity,medium_specific
mixed_reaction_to_complexity,2,The user shows a mixed reaction to films that present complex or challenging themes.,0.725,0,0,0.55138797,narrative_complexity,medium_specific
mixed_reaction_to_dubbing,1,"The user has a negative experience with dubbed content, which affects their overall enjoyment.",0.75,1,0,0.37167147,emotional_resonance,surface
mixed_reaction_to_fantasy,1,"The user shows a mixed reaction towards fantasy elements, sometimes enjoying them but also feeling they can be overdone.",0.7,0,0,0.4501773,emotional_resonance,surface
mixed_reaction_to_monster_reveal,1,"The user has a mixed reaction to movies that delay the reveal of the monster or creature, sometimes appreciating the buildup and other times expressing disappointment.",0.75,0,0,0.31862947,pacing_preference,medium_specific
mixed_reaction_to_new_releases,1,"The user has a mixed reaction to new releases, sometimes finding them lacking in originality or quality compared to older films.",0.75,0,0,0.35279092,quality_sensitivity,medium_specific
mixed_reaction_to_pacing,5,"The user has a mixed response to movie pacing, sometimes enjoying slower films if they develop interesting plots, but also expressing frustration with films that drag.",0.73,0,0,0.6681069,pacing_preference,medium_specific
mixed_reaction_to_science_fiction,7,"The user shows a preference for science fiction elements in films, appreciating them even when the overall film may not be strong.",0.7999999999999999,0,6,0.6220051,genre_preference,medium_specific
mixed_reaction_to_subtitles,6,"The user values subtitles in foreign films, indicating a preference for accessibility in viewing experiences.",0.7416666666666667,2,2,0.401851,sensory_preference,medium_specific
mixed_reaction_to_teen_movies,1,"The user has a mixed reaction to teen-oriented films, acknowledging their entertainment value while not fully endorsing them.",0.7,0,0,0.42345476,genre_preference,medium_specific
mixed_reactions_to_bizarre_humor,1,"The user has a mixed reaction to bizarre humor, enjoying it in some contexts but finding it off-putting in others.",0.8,0,0,0.29753584,emotional_resonance,surface
mixed_reactions_to_complex_narratives,1,"The user has mixed feelings about movies with complex narratives, sometimes finding them enlightening but also confusing.",0.7,0,0,0.61146873,narrative_complexity,medium_specific
mixed_reception_tolerance,1,"The user is open to enjoying films that receive mixed or negative critical reviews, often valuing personal opinion over critics.",0.8,0,1,0.54219806,genre_preference,medium_specific
mixed_review_tolerance,1,"The user shows a willingness to give a neutral rating (3.0) despite a strong overall positive sentiment, suggesting a nuanced view.",0.7,0,0,0.4727254,quality_sensitivity,meta
music_quality_appreciation,1,"The user has a strong preference for high-quality music performances and presentations, often praising the artistry involved.",0.9,0,1,0.46742022,quality_sensitivity,medium_specific
musical_appreciation,2,"The user appreciates musical elements in movies, often highlighting specific songs or musical scenes they enjoy.",0.825,0,2,0.48933852,sensory_preference,medium_specific
musical_elements_enjoyment,1,"The user enjoys films with musical elements, often mentioning songs and their enjoyment of singing along.",0.75,0,1,0.53603935,sensory_preference,medium_specific
narrative_complexity,1,The user enjoys films with intricate plots and complex narratives that keep them engaged.,0.8,0,1,0.8027683,narrative_complexity,medium_specific
narrative_pacing_issues,5,"The user is sensitive to the pacing of narratives, expressing dissatisfaction when films feel slow or drag.",0.79,4,0,0.7453334,pacing_preference,medium_specific
narrative_predictability_dislike,4,"The user expresses dissatisfaction with films that are predictable, indicating a desire for more complex or surprising narratives.",0.8,4,0,0.56641626,narrative_complexity,medium_specific
narrative_quality,1,"The user appreciates strong narratives and storytelling in the series they watch, often mentioning the writing quality.",0.8,0,1,0.68101037,narrative_complexity,cdr_relevant
narrative_simplicity,5,"The user enjoys shows that offer depth and complexity, often reflecting on their thought-provoking nature.",0.8300000000000001,2,2,0.7258961,narrative_complexity,cdr_relevant
nostalgia_disappointment,1,"The user is often disappointed when revisiting films or shows from their childhood, finding that they do not hold up to adult scrutiny.",0.85,1,0,0.353104,genre_preference,medium_specific
nostalgia_for_original_casts,1,"The user shows a longing for the original casts of reality shows, suggesting that they value the dynamics and authenticity of earlier seasons.",0.8,1,0,0.34544086,emotional_resonance,medium_specific
nostalgic_auteur_loyalty,1,"The user shows loyalty to specific creators and styles, particularly those that evoke nostalgia, as seen in their appreciation for certain actors and shows.",0.75,0,1,0.60944927,brand_loyalty,medium_specific
nostalgic_preference,46,"The user has a strong preference for classic films, often referring to them as timeless and vital.",0.8309090909090909,1,54,0.4536327,genre_preference,medium_specific
operatic_affection,1,"The user has a strong preference for operatic performances and adaptations, often praising their emotional depth and production quality.",0.9,0,1,0.43637508,emotional_resonance,medium_specific
overall_positive_sentiment,2,"The user generally expresses a positive sentiment towards the majority of the content they review, with very few negative remarks.",0.975,0,2,0.40026125,genre_preference,surface
pacing_importance,1,"The user places significant importance on pacing, indicating that it can greatly affect their overall enjoyment of a movie or show.",0.85,0,1,0.6121061,pacing_preference,medium_specific
packaging_importance,2,"The user emphasizes the importance of receiving movies in good condition, highlighting the quality of packaging.",0.85,0,3,0.37732655,sensory_preference,medium_specific
performer_chemistry_appreciation,3,"The user values strong chemistry between characters, which enhances their enjoyment of a film.",0.7666666666666666,0,3,0.49542338,sensory_preference,medium_specific
pixar_mixed_feelings,1,"The user has a mixed opinion about Pixar films, indicating that while some are enjoyable, others do not resonate as well.",0.8,0,0,0.43072397,genre_preference,medium_specific
plot_absurdity_aversion,3,The user dislikes movies with confusing or poorly structured plots that detract from the viewing experience.,0.8833333333333333,3,0,0.51291764,narrative_complexity,medium_specific
plot_coherence_expectation,1,The user is critical of films that lack logical coherence or have implausible plot developments.,0.85,1,0,0.5078589,narrative_complexity,medium_specific
political_and_social_commentary,1,"The user often infuses their reviews with political and social commentary, particularly regarding American history and its portrayal in films.",0.8,0,0,0.38546264,genre_preference,medium_specific
positive_reaction_to_female_leads,3,The user shows a preference for films and shows featuring strong performances by women actors.,0.7333333333333334,0,3,0.3920896,genre_preference,medium_specific
positive_reinforcement,1,"The user frequently expresses gratitude towards creators and filmmakers, indicating a supportive attitude towards the industry.",0.8,0,1,0.49568105,brand_loyalty,medium_specific
positive_storytelling,1,"The user appreciates stories that are engaging and enjoyable, even if they are somewhat predictable.",0.8,0,1,0.5193162,pacing_preference,cdr_relevant
positive_surprise_in_storytelling,1,"The user appreciates movies that exceed their initial expectations, particularly in terms of storytelling.",0.75,0,1,0.47914004,pacing_preference,medium_specific
preference_for_character_development,3,"The user appreciates well-developed characters and plots, indicating a preference for depth in storytelling.",0.8333333333333334,0,3,0.69274664,narrative_complexity,cdr_relevant
preference_for_classic_storytelling,1,"The user shows a strong inclination towards classic films that tell timeless stories, often with moral lessons or social commentary.",0.85,0,1,0.4817403,narrative_complexity,medium_specific
preference_for_comedy,2,"The user shows a strong preference for comedic content, particularly those that are edgy and funny.",0.875,0,2,0.4349072,genre_preference,surface
preference_for_engaging_plots,1,The user favors films with engaging and well-structured plots that keep them entertained.,0.9,0,1,0.524431,pacing_preference,medium_specific
preference_for_fast_paced_stories,1,The user prefers films and shows that maintain a fast pace and engaging narrative flow.,0.85,0,1,0.8063507,pacing_preference,medium_specific
preference_for_fast_pacing,1,"The user favors films and shows that are fast-paced and engaging, as indicated by their repeated praise for this quality.",0.9,0,1,0.68023974,pacing_preference,medium_specific
preference_for_fresh_concepts,1,"The user is drawn to original and fresh concepts in storytelling, valuing innovation in plot and themes.",0.8,0,1,0.5353497,narrative_complexity,cdr_relevant
preference_for_high_quality_video,1,"The user has a strong preference for high-quality video and audio in home media releases, often criticizing poor transfers.",0.9,1,0,0.4214543,sensory_preference,medium_specific
preference_for_inspiring_narratives,1,"The user is drawn to films that feature inspiring narratives, particularly those that involve heroism and resilience.",0.9,0,1,0.4831479,narrative_complexity,medium_specific
preference_for_interwoven_stories,1,"The user enjoys narratives that feature multiple interwoven storylines, appreciating the complexity and depth they can bring to a series.",0.8,0,1,0.65650725,narrative_complexity,cdr_relevant
preference_for_mysteries,1,"The user shows a strong interest in mystery genres, often expressing excitement for new mystery series.",0.75,0,1,0.5355073,genre_preference,cdr_relevant
preference_for_non_violent_narratives,1,The user prefers movies that avoid violence and focus on character-driven stories with meaningful dialogue.,0.9,0,1,0.6318909,pacing_preference,medium_specific
preference_for_originality,1,The user values original content and new music over repetitive or recycled material from past performances.,0.8,1,0,0.4124044,emotional_resonance,medium_specific
preference_for_positive_themes,1,The user prefers content that embodies hopefulness and positivity rather than dark or pessimistic themes.,0.8,1,0,0.5385268,genre_preference,cdr_relevant
preference_for_serial_format,1,"The user enjoys shows that are serialized, indicating a desire for ongoing narratives and character arcs.",0.95,0,1,0.51954675,pacing_preference,cdr_relevant
preference_for_subtle_humor,1,"The user prefers humor that is subtle and clever rather than overt and loud, indicating a taste for wit over slapstick.",0.75,0,0,0.34428036,pacing_preference,surface
preference_for_unique_concepts,1,The user is drawn to films and series with unique and original concepts that stand out.,0.85,0,1,0.46407753,genre_preference,medium_specific
preference_for_unique_narratives,1,"The user prefers films with unique storytelling and innovative approaches, showing frustration with generic plots and predictable outcomes.",0.75,1,0,0.6148446,narrative_complexity,medium_specific
preference_for_witty_writing,1,"The user enjoys shows with clever and witty writing, indicating a preference for intelligent humor.",0.85,0,1,0.38968349,pacing_preference,surface
production_quality_importance,1,"The user places a high importance on the quality of production in films and operas, often mentioning the craftsmanship involved.",0.85,0,1,0.5450273,quality_sensitivity,medium_specific
realism_appreciation,1,"The user appreciates realism in films, particularly in emotional scenes, which enhances their viewing experience.",0.7,0,1,0.52148604,sensory_preference,medium_specific
realism_expectation,1,"The user has a strong expectation for realism in storytelling, often critiquing elements that seem implausible or exaggerated.",0.8,0,0,0.5287314,narrative_complexity,cdr_relevant
recommendation_for_special_occasions,1,"The user often recommends movies for specific occasions, such as holidays or family gatherings, indicating a preference for thematic relevance.",0.7,0,1,0.4437502,genre_preference,medium_specific
rental_preference,1,"The user prefers renting movies over purchasing them outright, indicating a more cautious approach to spending on films.",0.85,0,0,0.44379663,genre_preference,medium_specific
repeated_expressions_of_love,1,The user frequently uses the phrase 'Love this' to indicate a strong affection for specific titles.,0.9,0,1,0.37657517,emotional_resonance,surface
romantic_relationships,1,"The user enjoys movies that explore romantic relationships, particularly those with themes of love and transformation.",0.9,0,1,0.39568666,emotional_resonance,medium_specific
scary_movie_enthusiasm,1,"The user expresses a clear enjoyment of scary movies, often rating them highly.",0.9,0,1,0.41934478,emotional_resonance,medium_specific
season_deterioration_disappointment,3,The user expresses strong dissatisfaction when a show's quality declines in later seasons.,0.8333333333333334,2,1,0.37885582,quality_sensitivity,medium_specific
selective_rating_criteria,1,"The user has specific criteria for rating content, indicating that their ratings may reflect a comparison to previous experiences rather than absolute quality.",0.7,0,0,0.48795018,quality_sensitivity,meta
sequel_enjoyment,4,"The user tends to enjoy sequels or reimaginings of original films, especially when they add new twists to the story.",0.8375,0,4,0.45915115,narrative_complexity,medium_specific
series_continuation_desire,3,"The user enjoys engaging series that keep them wanting to watch more, often binge-watching them.",0.7833333333333333,0,3,0.3406011,pacing_preference,medium_specific
series_enjoyment,1,"The user shows a clear preference for TV series, often using enthusiastic language to describe their enjoyment.",0.95,0,1,0.45629048,sensory_preference,surface
series_loyalty,5,"The user tends to rate series highly when they find them enjoyable, suggesting a preference for engaging series.",0.86,0,5,0.50301296,brand_loyalty,cdr_relevant
skepticism_towards_action_films,1,"The user is critical of action films that lack depth or coherent storytelling, often labeling them as disappointing.",0.8,1,0,0.48729697,narrative_complexity,medium_specific
skepticism_towards_hyped_films,1,The user shows skepticism towards films that are heavily marketed or critically acclaimed but fail to meet expectations.,0.7,0,0,0.43364125,genre_preference,medium_specific
skepticism_towards_modern_narratives,1,"The user exhibits skepticism towards modern narratives that challenge traditional views of American history, particularly regarding indigenous peoples.",0.8,1,0,0.37281656,narrative_complexity,surface
skepticism_towards_reality_tv,1,"The user expresses a critical view of reality television, often questioning its authenticity and the ethics behind its production.",0.7,0,0,0.34747732,emotional_resonance,surface
slapstick_humor_enjoyment,1,"The user enjoys slapstick comedy, particularly in family-oriented films that are entertaining for children.",0.75,0,1,0.31287616,emotional_resonance,medium_specific
slow_burn_appreciation,1,"The user is willing to invest time in series that start slow, showing a preference for gradual character and plot development.",0.75,0,1,0.5782452,pacing_preference,cdr_relevant
slow_burn_tolerance,1,The user shows a willingness to endure slow starts in films if they eventually lead to a rewarding experience.,0.75,0,0,0.50930566,pacing_preference,medium_specific
social_impact_awareness,1,The user is interested in films that address social issues and provoke thought about real-world events.,0.7,0,1,0.44885302,emotional_resonance,medium_specific
social_issue_awareness,1,The user values narratives that address social issues and promote understanding of diverse perspectives.,0.8,0,1,0.40333295,emotional_resonance,surface
sociological_interest,2,"The user appreciates content that explores sociological themes and individual perspectives, particularly regarding societal issues.",0.8,0,2,0.4378285,genre_preference,surface
sports_fandom_influence,1,"The user shows a preference for movies related to sports, particularly those that resonate with their own fandom or that of friends and family.",0.7,0,1,0.49530888,genre_preference,medium_specific
story_engagement,9,The user shows a strong preference for films and series with engaging and thought-provoking narratives.,0.8500000000000001,0,8,0.57324237,pacing_preference,medium_specific
strong_actor_preference,1,"The user has a strong preference for movies featuring well-known actors, particularly Meryl Streep.",0.85,0,1,0.34712368,genre_preference,medium_specific
strong_character_development,3,"The user values character development and dynamics, particularly in family or ensemble casts.",0.7833333333333333,1,2,0.46301782,narrative_complexity,medium_specific
strong_characterization,1,The user appreciates films with well-developed characters and strong performances by actors.,0.9,0,1,0.42263868,sensory_preference,medium_specific
strong_narrative_satisfaction,1,"The user expresses satisfaction with the narratives of the shows and movies they review, often describing them as excellent or well done.",0.9,0,1,0.49183047,narrative_complexity,medium_specific
